"time","Clear","Red","Green","Blue","IR","PAR","Solar"
2023-11-20 20:36:58,"0.085800","0.034680","0.052885","0.033088","0.013125",0.0,-0.026240000000000003
2023-11-20 20:52:10,"0.074836","0.035061","0.075321","0.032169","0.012500",0.0,-0.02048
2023-11-20 21:07:22,"0.082237","0.038491","0.068109","0.024816","0.011250",1.9536000000000002,-0.01472
2023-11-20 21:22:35,"0.077303","0.035061","0.056490","0.033548","0.011250",0.0,-0.01248
2023-11-20 21:37:43,"0.066338","0.032012","0.065705","0.039063","0.011250",0.0,-0.01712
2023-11-20 21:52:58,"0.064419","0.030869","0.059696","0.039522","0.010625",0.0,-0.018240000000000003
2023-11-20 22:08:10,"0.061129","0.023628","0.047276","0.030790","0.007500",0.0,-0.011360000000000002
2023-11-20 22:23:18,"0.049890","0.022866","0.058494","0.027574","0.005625",0.0,-0.018240000000000003
2023-11-20 22:38:26,"0.047697","0.024771","0.047676","0.033548","0.006250",0.0,-0.01248
2023-11-20 22:53:34,"0.046053","0.022866","0.057692","0.028952","0.006875",0.0,-0.0011200000000000001
2023-11-20 23:08:47,"0.069901","0.024771","0.043670","0.027114","0.007500",0.0,-0.016
2023-11-20 23:23:58,"0.115132","0.025152","0.056090","0.036305","0.006875",0.0,-0.02512
2023-11-20 23:39:11,"0.074013","0.026296","0.040064","0.022978","0.007500",0.0,-0.011360000000000002
2023-11-20 23:54:25,"0.072643","0.027820","0.055288","0.021599","0.007500",0.0,-0.019360000000000002
2023-11-21 00:09:38,"0.052632","0.026296","0.056490","0.036765","0.006875",0.0,-0.01024
2023-11-21 00:24:47,"0.082511","0.027439","0.050881","0.017004","0.006875",0.0,-0.019360000000000002
2023-11-21 00:39:59,"0.076206","0.024390","0.052083","0.020680","0.006250",0.0,-0.01248
2023-11-21 00:55:08,"0.082511","0.026677","0.070112","0.021140","0.006875",1.9536000000000002,-0.0022400000000000002
2023-11-21 01:10:20,"0.075932","0.025152","0.048478","0.015625","0.006875",0.0,-0.01248
2023-11-21 01:25:34,"0.056743","0.024771","0.051282","0.034007","0.007500",0.0,-0.03984
2023-11-21 01:40:40,"0.073465","0.024771","0.047676","0.028952","0.008125",0.0,-0.02048
2023-11-21 01:55:50,"0.066064","0.025915","0.088542","0.021140","0.008125",0.0,-0.019360000000000002
2023-11-21 02:11:02,"0.052357","0.024390","0.047276","0.029412","0.008750",0.0,-0.01712
2023-11-21 02:26:11,"0.067982","0.025915","0.062099","0.016085","0.008125",0.0,-0.0044800000000000005
2023-11-21 02:41:25,"0.055099","0.027058","0.057292","0.026195","0.009375",0.0,-0.008
2023-11-21 02:56:37,"0.063596","0.025915","0.046875","0.027574","0.008125",0.0,-0.0022400000000000002
2023-11-21 03:11:49,"0.064419","0.025534","0.048478","0.031710","0.008125",0.0,-0.03184
2023-11-21 03:27:00,"0.051261","0.022485","0.045673","0.039063","0.006875",0.0,-0.028480000000000002
2023-11-21 03:42:08,"0.046875","0.024009","0.048478","0.030331","0.006875",0.0,-0.016
2023-11-21 03:57:16,"0.068805","0.027058","0.047676","0.017463","0.008125",0.0,-0.011360000000000002
2023-11-21 04:12:28,"0.046875","0.023247","0.048478","0.027574","0.006875",0.0,-0.00336
2023-11-21 04:27:35,"0.051261","0.018674","0.031651","0.019761","0.005625",0.0,-0.01248
2023-11-21 04:42:46,"0.060307","0.022866","0.041266","0.014246","0.007500",0.0,-0.026240000000000003
2023-11-21 04:57:57,"0.057292","0.017912","0.030849","0.012868","0.006250",3.9056,-0.006880000000000001
2023-11-21 05:13:09,"0.045779","0.022485","0.043269","0.028952","0.009375",0.0,-0.009120000000000001
2023-11-21 05:28:22,"0.067708","0.027820","0.051282","0.020221","0.011875",0.0,-0.01248
2023-11-21 05:43:30,"0.060033","0.029345","0.051683","0.028493","0.013750",0.0,-0.01472
2023-11-21 05:58:44,"0.081140","0.036204","0.046074","0.019761","0.016250",0.0,-0.02512
2023-11-21 06:13:56,"0.096491","0.059070","0.083333","0.036765","0.035625",0.0,-0.01712
2023-11-21 06:29:08,"0.112939","0.064787","0.129407","0.036765","0.041250",0.0,-0.02384
2023-11-21 06:44:20,"0.175987","0.084223","0.113381","0.063419","0.059375",0.0,-0.0022400000000000002
2023-11-21 06:59:37,"0.909814","0.259527","0.508814","0.611673","0.310000",0.0,0.03984
2023-11-21 07:14:49,"6.159266","1.590320","3.523237","4.338235","1.759375",0.0,0.43600000000000005
2023-11-21 07:30:01,"19.571272","4.669207","11.220352","13.913603","3.460000",0.0,1.1576000000000002
2023-11-21 07:45:16,"65.179825","16.606707","37.413460","44.867645","16.150000",9.7664,4.2456000000000005
2023-11-21 08:00:27,"118.607452","33.798782","70.983971","76.977943","40.904999",11.718399999999999,9.23424
2023-11-21 08:15:35,"231.127197","64.841461","137.237183","149.985291","76.419998",19.531200000000002,17.161920000000002
2023-11-21 08:30:47,"248.162277","77.786583","154.160263","149.676468","101.269997",37.108799999999995,21.089920000000003
2023-11-21 08:46:01,"228.771927","71.121948","142.166672","138.764709","87.750000",35.1568,18.70528
2023-11-21 09:01:00,"175.570175","56.317074","111.064102","103.691177","65.040001",3.9056,14.053440000000002
2023-11-21 09:16:15,"197.758774","62.737804","124.326920","115.294121","71.489998",9.7664,14.94816
2023-11-21 09:31:14,"420.543854","135.475616","265.846161","246.352936","172.699997",42.968,34.6687984
2023-11-21 09:46:27,"1031.578979","335.317078","653.487183","609.882324","431.920013",111.328,87.25968
2023-11-21 10:01:26,"2402.157959","789.512207","1542.538452","1379.470581","1057.800049",257.8128,196.73856160000003
2023-11-21 10:16:41,"1892.350830","629.463440","1211.897461","1080.352905","835.679993",207.032,154.1580816
2023-11-21 10:31:49,"2124.771973","708.975586","1363.794922","1223.529419","935.840027",232.4224,174.46720000000002
2023-11-21 10:46:48,"1810.526367","603.121948","1163.897461","1041.529419","801.760010",201.17120000000003,151.6881584
2023-11-21 11:02:01,"2723.105225","881.121948","1743.538452","1569.000000","1184.520020",300.7808,226.3364752
2023-11-21 11:17:15,"2193.824463","735.219482","1412.000000","1255.058838","976.000000",244.1408,184.82368160000001
2023-11-21 11:32:26,"1929.754395","654.926819","1250.666626","1095.647095","883.359985",214.84320000000002,163.61663840000003
2023-11-21 11:47:33,"1292.947388","426.682922","822.615356","747.882324","557.679993",152.344,107.8067264
2023-11-21 12:02:45,"1521.122803","514.682922","975.641052","869.647034","671.440002",177.7344,124.5680048
2023-11-21 12:17:53,"1102.912231","368.975616","710.102539","629.647034","486.480011",117.1872,93.42768000000001
2023-11-21 12:33:05,"1110.350830","370.439026","715.282043","637.588257","488.640015",128.9056,92.90976
2023-11-21 12:48:13,"1393.929810","465.024384","890.051270","797.470581","617.679993",160.1568,119.32879680000002
2023-11-21 13:03:25,"999.052612","331.512207","638.051270","570.588257","433.920013",101.56320000000001,83.37504320000001
2023-11-21 13:18:36,"832.982483","275.536591","531.692322","482.058838","363.440002",95.7024,72.7123232
2023-11-21 13:33:46,"762.543884","250.902435","484.564117","440.176483","329.959991",76.1712,65.39023999999999
2023-11-21 13:48:54,"776.122803","258.317078","494.615387","447.823517","336.760010",87.8912,67.0166384
2023-11-21 14:04:06,"690.070190","227.268295","438.410248","399.705872","298.839996",83.98400000000001,58.529120000000006
2023-11-21 14:19:14,"806.631592","265.121948","512.076904","469.323517","361.679993",85.9376,72.6849616
2023-11-21 14:34:21,"691.789490","224.121948","435.923065","401.764709","307.040009",82.03200000000001,58.4151984
2023-11-21 14:49:32,"473.456146","154.926834","301.333344","274.000000","210.160004",52.7344,41.33872
2023-11-21 15:04:44,"526.912292","170.317078","332.923065","310.794128","237.360001",48.8288,47.51344
2023-11-21 15:19:58,"606.368408","194.804871","378.743591","360.352936","275.799988",58.5936,54.83328320000001
2023-11-21 15:35:05,"991.578918","305.853668","613.487183","587.470581","455.359985",111.328,87.20736160000001
2023-11-21 15:50:13,"1344.035034","506.390259","803.846130","708.000000","1204.800049",177.7344,203.03503360000002
2023-11-21 16:05:25,"792.280701","252.878052","465.717957","396.558838","765.520020",117.1872,144.2681648
2023-11-21 16:20:36,"316.929810","79.865852","184.269226","206.367645","82.919998",44.9216,23.854560000000003
2023-11-21 16:35:50,"122.655701","32.112804","70.330132","80.099266","41.514999",19.531200000000002,10.459040000000002
2023-11-21 16:51:04,"22.722588","7.014482","12.800481","14.480699","17.608749",17.5776,3.6776000000000004
2023-11-21 17:06:15,"1.392544","0.412729","0.744792","0.935662","1.299375",0.0,0.25616
2023-11-21 17:21:22,"0.097862","0.028201","0.068910","0.068474","0.082500",0.0,0.01024
2023-11-21 17:36:30,"0.050713","0.008384","0.016426","0.013787","0.013125",0.0,-0.0022400000000000002
2023-11-21 17:51:39,"0.023575","0.005716","0.020032","0.022059","0.006250",0.0,-0.01472
2023-11-21 18:06:50,"0.042489","0.005716","0.010817","0.012868","0.004375",0.0,-0.009120000000000001
2023-11-21 18:22:03,"0.046601","0.007241","0.017628","0.010570","0.005000",0.0,-0.01024
2023-11-21 18:37:17,"0.025493","0.008765","0.022837","0.023897","0.005000",0.0,-0.013600000000000001
2023-11-21 18:58:53,"0.038103","0.007241","0.011619","0.013787","0.006250",0.0,-0.013600000000000001
2023-11-21 19:14:05,"0.034814","0.006098","0.015224","0.030790","0.004375",0.0,-0.02384
2023-11-21 19:29:14,"0.020833","0.006479","0.032853","0.017923","0.004375",0.0,-0.01472
2023-11-21 19:44:21,"0.042763","0.006098","0.014423","0.012868","0.005000",0.0,-0.00576
2023-11-21 19:59:35,"0.021107","0.006479","0.035256","0.019761","0.005000",0.0,0.00336
2023-11-21 20:14:47,"0.041393","0.006479","0.012420","0.014246","0.005625",0.0,-0.00576
2023-11-21 20:30:01,"0.017544","0.006479","0.028446","0.026195","0.005000",0.0,-0.011360000000000002
2023-11-21 20:45:09,"0.032346","0.006860","0.105769","0.010570","0.004375",3.9056,-0.009120000000000001
2023-11-21 21:00:19,"0.015351","0.005335","0.024038","0.038603","0.004375",0.0,-0.01712
2023-11-21 21:15:30,"0.034814","0.005335","0.011619","0.015625","0.004375",0.0,-0.0216
2023-11-21 21:30:43,"0.015077","0.005335","0.028846","0.024816","0.005000",3.9056,-0.026240000000000003
2023-11-21 21:45:56,"0.035910","0.004954","0.009215","0.010570","0.003750",0.0,-0.02048
2023-11-21 22:01:04,"0.017544","0.003811","0.019231","0.022059","0.003750",0.0,-0.027360000000000002
2023-11-21 22:16:15,"0.020559","0.004192","0.016026","0.019761","0.003125",0.0,-0.0216
2023-11-21 22:31:24,"0.039748","0.004192","0.018029","0.005974","0.003125",0.0,-0.0456
2023-11-21 22:46:35,"0.029605","0.004192","0.008413","0.012868","0.002500",0.0,-0.028480000000000002
2023-11-21 23:01:44,"0.021656","0.004573","0.031250","0.013327","0.003125",0.0,-0.011360000000000002
2023-11-21 23:16:55,"0.034814","0.004192","0.007212","0.011489","0.001875",0.0,-0.0216
2023-11-21 23:32:09,"0.039200","0.003811","0.016426","0.005974","0.002500",0.0,-0.01248
2023-11-21 23:47:20,"0.025493","0.007622","0.009215","0.017004","0.001875",0.0,-0.019360000000000002
2023-11-22 00:02:28,"0.026590","0.003049","0.007212","0.022978","0.001250",0.0,-0.016
2023-11-22 00:17:28,"0.019737","0.004192","0.025641","0.019761","0.001250",0.0,-0.02048
2023-11-22 00:32:41,"0.012061","0.003811","0.027244","0.017463","0.001250",0.0,0.00576
2023-11-22 00:47:49,"0.029879","0.004192","0.017228","0.005974","0.001250",0.0,-0.01472
2023-11-22 01:03:01,"0.036184","0.003049","0.009615","0.005515","0.000625",0.0,0.0011200000000000001
2023-11-22 01:18:10,"0.070175","0.002287","0.015224","0.018842","0.000625",0.0,-0.013600000000000001
2023-11-22 01:33:22,"0.008498","0.002668","0.028846","0.018382","0.000625",0.0,-0.016
2023-11-22 01:48:22,"0.033169","0.002668","0.004808","0.010110","0.000625",0.0,-0.01472
2023-11-22 02:03:34,"0.035088","0.003430","0.011218","0.004136","0.000625",0.0,-0.042080000000000006
2023-11-22 02:18:42,"0.037829","0.003811","0.011218","0.005515","0.000625",0.0,-0.009120000000000001
2023-11-22 02:33:54,"0.026316","0.005335","0.025641","0.011489","0.001250",0.0,-0.018240000000000003
2023-11-22 02:49:02,"0.038377","0.004192","0.006811","0.009191","0.000625",0.0,-0.022720000000000004
2023-11-22 03:04:10,"0.021382","0.005716","0.027644","0.013327","0.001250",0.0,-0.008
2023-11-22 03:19:25,"0.024945","0.007241","0.030449","0.014706","0.001250",0.0,-0.02512
2023-11-22 03:34:37,"0.044682","0.008384","0.092949","0.006434","0.001250",0.0,-0.0216
2023-11-22 03:49:53,"0.034265","0.009146","0.019231","0.022059","0.001875",0.0,-0.02048
2023-11-22 04:05:05,"0.038651","0.009909","0.030449","0.013327","0.003125",0.0,-0.019360000000000002
2023-11-22 04:20:17,"0.038925","0.006479","0.012019","0.013787","0.001250",0.0,-0.02512
2023-11-22 04:35:29,"0.040296","0.004192","0.009215","0.007813","0.000625",0.0,-0.03184
2023-11-22 04:50:41,"0.037281","0.003811","0.010817","0.009191","0.000625",0.0,0.00336
2023-11-22 05:05:49,"0.058936","0.003811","0.025240","0.009191","0.000625",0.0,-0.027360000000000002
2023-11-22 05:21:03,"0.008224","0.002668","0.024038","0.018382","0.000625",0.0,-0.008
2023-11-22 05:36:15,"0.007950","0.002668","0.024439","0.022059","0.000625",0.0,-0.013600000000000001
2023-11-22 05:51:27,"0.019737","0.003811","0.023638","0.021140","0.000625",0.0,-0.013600000000000001
2023-11-22 06:06:41,"0.008772","0.003811","0.027644","0.021140","0.001250",0.0,-0.01248
2023-11-22 06:21:49,"0.054825","0.006098","0.028045","0.017463","0.006875",0.0,-0.008
2023-11-22 06:37:01,"0.135691","0.032393","0.065304","0.096048","0.101250",0.0,0.0044800000000000005
2023-11-22 06:52:18,"1.815241","0.463415","0.987179","1.286305","1.313750",0.0,0.20944
2023-11-22 07:07:31,"25.612391","8.756860","14.445513","16.581802","35.584999",1.9536000000000002,5.197120000000001
2023-11-22 07:22:43,"127.287277","34.890244","74.269234","82.411766","61.060001",1.9536000000000002,11.41632
2023-11-22 07:37:55,"428.754395","152.939026","267.705139","236.264709","371.040009",70.312,82.5624016
2023-11-22 07:53:10,"773.754395","257.878052","482.589752","425.088226","537.280029",74.2192,75.0569584
2023-11-22 08:08:24,"1421.368408","503.365845","912.564087","735.058838","1011.679993",140.6256,135.1875248
2023-11-22 08:23:32,"1136.877197","364.926819","706.564087","635.117676","629.119995",125.0,95.33872000000001
2023-11-22 08:38:44,"1358.666626","402.585358","828.358948","810.705872","594.320007",146.4848,104.2031984
2023-11-22 08:53:52,"3327.684326","1056.073120","2078.846191","1728.529419","2171.639893",371.0944,327.37199680000003
2023-11-22 09:09:04,"3227.263184","986.853638","2033.384644","1732.058838","1931.400024",431.64,384.99728960000004
2023-11-22 09:24:17,"5465.473633","1674.731689","3317.230713","2531.646973","3130.080078",519.5312,447.3564944
2023-11-22 09:39:30,"4504.315918","1462.243896","3101.692383","2585.470703","2685.840088",589.8432,510.3040032
2023-11-22 09:54:46,"5606.736816","1862.341431","4018.153809","3242.117676","2463.360107",642.5776,555.35664
2023-11-22 10:09:55,"6052.210449","2049.658447","4179.384766","3530.117676","2276.159912",677.7344,586.5300784
2023-11-22 10:25:04,"6562.736816","2009.268311","4226.461426","3356.823486","2520.959961",740.2336,634.4463872000001
2023-11-22 10:40:19,"6090.736816","1992.000000","4141.846191","3383.294189","2996.639893",722.6560000000001,621.2318352000001
2023-11-22 10:55:32,"9393.684570","2973.951172","5640.922852","4536.353027","4550.879883",886.7184,762.7180672000001
2023-11-22 11:10:40,"9353.473633","3043.902344","5972.922852","4796.823730","4523.520020",871.0944,620.4270512
2023-11-22 11:25:50,"4594.736816","1525.024414","2977.538574","2546.117676","2242.560059",517.5776,400.09121120000003
2023-11-22 11:41:02,"3517.052734","1167.658569","2280.769287","1974.882324","1687.680054",392.5776,304.3892816
2023-11-22 11:56:11,"3318.736816","1100.048828","2147.307617","1841.382324","1628.400024",375.0,296.5971184
2023-11-22 12:11:21,"3444.210449","1138.390259","2227.538574","1923.000000","1657.920044",388.67199999999997,308.10671360000003
2023-11-22 12:26:34,"3555.473633","1184.195068","2305.692383","2006.470581","1678.800049",394.5312,309.68081120000005
2023-11-22 12:41:46,"4095.684326","1341.073120","2651.692383","2285.117676","1945.439941",449.2192,352.96928640000004
2023-11-22 12:56:54,"2922.526367","969.878052","1891.846191","1650.529419","1377.959961",328.1248,255.82751520000002
2023-11-22 13:12:06,"3151.263184","1046.561035","2038.769287","1769.911743","1501.319946",353.5152,283.2425536
2023-11-22 13:27:18,"3606.736816","1190.048828","2330.307617","2015.470581","1730.640015",404.29760000000005,323.20624960000004
2023-11-22 13:42:30,"3411.789551","1127.414673","2207.230713","1914.441162","1638.479980",380.8592,298.9635248
2023-11-22 13:57:42,"3493.157959","1096.829224","2196.307617","1929.352905","1694.640015",404.29760000000005,333.9713616
2023-11-22 14:12:56,"2968.368408","933.146362","1903.846191","1691.029419","1472.040039",347.656,286.4908688
2023-11-22 14:28:07,"2055.157959","618.439026","1267.179443","1214.117676","889.119995",246.0944,196.49727840000003
2023-11-22 14:43:19,"3290.947266","1075.682983","2026.923096","1705.323486","1943.760010",441.40639999999996,419.14145440000004
2023-11-22 14:58:32,"1952.421021","622.243896","1230.564087","1125.294067","925.119995",228.5152,176.9576048
2023-11-22 15:13:43,"1365.333374","454.682922","870.307678","780.117676","691.599976",152.344,131.07168
2023-11-22 15:28:56,"1561.473633","528.487793","983.076904","854.411743","911.200012",203.12480000000002,180.38703680000003
2023-11-22 15:44:08,"938.526306","297.804871","580.769226","541.294128","502.320007",103.51520000000001,96.68192160000001
2023-11-22 15:59:21,"517.912292","154.414627","314.871796","315.705872","247.000000",68.36,49.294720000000005
2023-11-22 16:14:33,"232.320175","62.542683","134.416672","154.058823","93.529999",19.531200000000002,19.7832
2023-11-22 16:29:48,"101.423248","23.740854","55.391026","72.988968","31.465000",0.0,7.56
2023-11-22 16:45:00,"26.929825","6.592226","14.335737","19.731617","14.577500",19.531200000000002,3.09024
2023-11-22 17:00:12,"2.410088","0.480945","1.211538","1.874540","0.724375",0.0,0.18672
2023-11-22 17:15:24,"0.166393","0.031250","0.073718","0.121324","0.048125",0.0,-0.006880000000000001
2023-11-22 17:30:32,"0.040844","0.009146","0.022837","0.029871","0.010000",0.0,-0.01472
2023-11-22 17:45:44,"0.034814","0.012195","0.028846","0.031250","0.008750",0.0,-0.008
2023-11-22 18:00:56,"0.049068","0.018674","0.050080","0.023897","0.009375",0.0,-0.0216
2023-11-22 18:16:10,"0.029605","0.012957","0.039663","0.024357","0.007500",0.0,-0.02384
2023-11-22 18:31:22,"0.048520","0.012957","0.029647","0.011949","0.007500",0.0,0.0022400000000000002
2023-11-22 18:46:34,"0.048520","0.014101","0.024840","0.020680","0.009375",0.0,-0.018240000000000003
2023-11-22 19:01:42,"0.044408","0.020198","0.049679","0.034007","0.010625",0.0,-0.02384
2023-11-22 19:16:50,"0.050439","0.022485","0.043269","0.019301","0.008125",0.0,-0.01024
2023-11-22 19:32:01,"0.070175","0.017149","0.035256","0.013327","0.008125",1.9536000000000002,-0.01712
2023-11-22 19:47:00,"0.040844","0.011814","0.028846","0.025735","0.008125",0.0,-0.009120000000000001
2023-11-22 20:02:13,"0.036458","0.011814","0.075721","0.019761","0.009375",1.9536000000000002,-0.030719999999999997
2023-11-22 20:17:26,"0.041118","0.020198","0.048878","0.034007","0.010000",0.0,-0.028480000000000002
2023-11-22 20:32:34,"0.069901","0.024009","0.050080","0.020680","0.010625",0.0,-0.02048
2023-11-22 20:47:42,"0.094024","0.019055","0.029247","0.023897","0.010000",0.0,-0.008
2023-11-22 21:02:54,"0.034265","0.015244","0.038862","0.031710","0.010000",0.0,-0.019360000000000002
2023-11-22 21:18:06,"0.065241","0.017530","0.035256","0.024357","0.008125",0.0,-0.01712
2023-11-22 21:33:14,"0.044134","0.016387","0.034054","0.026654","0.008125",0.0,-0.019360000000000002
2023-11-22 21:48:23,"0.055373","0.011814","0.029247","0.011489","0.006250",0.0,-0.030719999999999997
2023-11-22 22:03:31,"0.032621","0.006860","0.016426","0.023438","0.005625",0.0,-0.0216
2023-11-22 22:18:44,"0.038377","0.006860","0.020833","0.007813","0.005625",0.0,-0.018240000000000003
2023-11-22 22:33:52,"0.044956","0.005716","0.016426","0.012408","0.005625",0.0,-0.03408
2023-11-22 22:49:01,"0.023026","0.004954","0.020833","0.026195","0.005625",0.0,-0.026240000000000003
2023-11-22 23:04:08,"0.023300","0.006098","0.032452","0.017923","0.003750",0.0,-0.01248
2023-11-22 23:19:20,"0.044682","0.005335","0.089744","0.010570","0.005000",0.0,-0.01248
2023-11-22 23:34:20,"0.035362","0.006098","0.024038","0.011029","0.004375",0.0,-0.02384
2023-11-22 23:49:29,"0.039200","0.005335","0.021635","0.009191","0.004375",0.0,-0.018240000000000003
2023-11-23 00:04:40,"0.031250","0.004192","0.013221","0.017463","0.003750",1.9536000000000002,-0.02384
2023-11-23 00:19:52,"0.069353","0.003811","0.026442","0.024816","0.003750",0.0,-0.01024
2023-11-23 00:35:04,"0.033991","0.008003","0.022837","0.006434","0.002500",0.0,-0.01472
2023-11-23 00:50:12,"0.037829","0.003811","0.007612","0.011029","0.002500",0.0,-0.03408
2023-11-23 01:05:24,"0.028509","0.003811","0.036458","0.013327","0.002500",0.0,-0.027360000000000002
2023-11-23 01:20:36,"0.012061","0.003811","0.030449","0.018842","0.001875",0.0,-0.02048
2023-11-23 01:35:46,"0.040296","0.002668","0.010817","0.014706","0.001875",0.0,-0.0216
2023-11-23 01:50:53,"0.007675","0.003430","0.026442","0.023897","0.002500",0.0,-0.02512
2023-11-23 02:06:07,"0.019463","0.002287","0.011619","0.016085","0.000625",0.0,-0.0216
2023-11-23 02:21:19,"0.027412","0.003049","0.004808","0.011029","0.001250",0.0,-0.00576
2023-11-23 02:36:27,"0.007127","0.002668","0.026042","0.020680","0.000625",0.0,-0.0296
2023-11-23 02:51:40,"0.038377","0.004192","0.009215","0.006434","0.001250",0.0,-0.011360000000000002
2023-11-23 03:06:48,"0.017270","0.002287","0.016827","0.021140","0.000625",0.0,-0.03536
2023-11-23 03:22:00,"0.016721","0.001905","0.013221","0.017463","0.001250",0.0,-0.0296
2023-11-23 03:37:08,"0.011513","0.002668","0.017628","0.021140","0.001250",0.0,-0.026240000000000003
2023-11-23 03:52:22,"0.026590","0.002668","0.005208","0.014706","0.001250",0.0,-0.04784
2023-11-23 04:07:34,"0.009868","0.002668","0.022436","0.031250","0.000625",0.0,-0.03296
2023-11-23 04:22:46,"0.031250","0.003430","0.014824","0.004136","0.000625",0.0,-0.030719999999999997
2023-11-23 04:37:57,"0.027686","0.002668","0.009615","0.014706","0.001250",0.0,-0.018240000000000003
2023-11-23 04:53:05,"0.021382","0.004192","0.041266","0.011949","0.000625",0.0,-0.018240000000000003
2023-11-23 05:08:13,"0.041941","0.004954","0.014824","0.007353","0.001250",0.0,-0.01248
2023-11-23 05:23:25,"0.023575","0.006860","0.025240","0.024816","0.001875",0.0,-0.0022400000000000002
2023-11-23 05:38:33,"0.031798","0.009146","0.036058","0.017463","0.003125",0.0,-0.016
2023-11-23 05:53:46,"0.041667","0.008765","0.018830","0.017463","0.003125",0.0,-0.0216
2023-11-23 06:09:02,"0.052632","0.010671","0.023638","0.010570","0.003125",0.0,-0.02384
2023-11-23 06:24:13,"0.045504","0.013338","0.033253","0.013327","0.013125",0.0,-0.01712
2023-11-23 06:39:21,"0.115406","0.030107","0.052484","0.069393","0.077500",0.0,-0.0011200000000000001
2023-11-23 06:54:34,"1.452577","0.349848","0.781651","1.095588","0.738750",0.0,0.13888
2023-11-23 07:09:47,"25.698465","7.438262","14.162661","17.862133","26.472500",0.0,4.222720000000001
2023-11-23 07:24:59,"117.157898","28.240854","65.003204","82.301468","41.935001",1.9536000000000002,8.881440000000001
2023-11-23 07:40:09,"333.587708","95.670731","197.935898","209.970581","165.300003",44.9216,29.0550416
2023-11-23 07:55:21,"751.929810","257.585358","467.512817","405.352936","601.440002",70.312,79.0624016
2023-11-23 08:10:35,"1120.140381","370.439026","708.051270","615.882324","712.719971",109.37440000000001,102.33071840000001
2023-11-23 08:25:47,"1357.964966","430.146332","844.256409","782.352966","692.960022",144.53119999999998,119.89104
2023-11-23 08:40:54,"1424.350830","433.512207","875.743591","842.176453","644.880005",160.1568,119.7830448
2023-11-23 08:56:02,"3891.684326","1269.512207","2495.076904","2034.529419","2694.239990",443.36,407.2356688
2023-11-23 09:11:10,"3757.052734","1181.268311","2348.153809","1911.176514","2232.719971",470.70239999999995,417.63105440000004
2023-11-23 09:26:22,"5468.420898","1813.463379","3660.615479","2779.411865","3460.800049",507.81280000000004,448.86689440000004
2023-11-23 09:41:30,"4536.736816","1395.512207","2928.461426","2471.294189","2652.479980",615.2336,535.9081536
2023-11-23 09:56:38,"5667.789551","1751.121948","3459.384521","2816.823486","2306.879883",625.0,547.2105472000001
2023-11-23 10:11:46,"5639.579102","1805.561035","3683.692383","3161.294189","2141.280029",658.2032,582.8604976
2023-11-23 10:26:58,"7050.736816","2200.390137","4575.077148","3550.941162","2706.719971",759.7664,666.9161616000001
2023-11-23 10:42:10,"7198.105469","2141.268311","4227.384766","3486.353027","3199.199951",757.8128,654.2284672000001
2023-11-23 10:57:10,"8513.262695","2888.487793","5623.077148","4584.353027","4476.959961",816.4064,706.0113776000001
2023-11-23 11:12:21,"8281.894531","2673.951172","5108.307617","4157.646973","4176.959961",832.032,714.859864
2023-11-23 11:27:34,"7552.631348","2454.438965","4665.538574","3927.529297","4142.399902",863.2816,744.955176
2023-11-23 11:42:43,"8787.368164","3110.634033","5748.000000","4732.235352","4788.000000",875.0,742.6753424000001
2023-11-23 11:57:56,"8540.420898","2868.292725","5642.153809","4780.588379","4620.959961",878.9056,756.4420896
2023-11-23 12:13:09,"8615.158203","2733.365967","5436.922852","4748.117676","4367.520020",886.7184,758.910888
2023-11-23 12:28:21,"7006.947266","2381.561035","4949.230957","4305.529297","4311.359863",894.5311999999999,748.934424
2023-11-23 12:43:28,"7983.368652","2607.804932","5435.077148","4421.293945","4266.240234",904.2976,742.3543952
2023-11-23 12:58:41,"7669.894531","2297.561035","4517.230957","3853.058838","3786.239990",843.7504,723.0344240000001
2023-11-23 13:13:54,"6852.842285","2248.975586","4570.461426","3789.529297","3730.080078",777.3439999999999,683.3473632
2023-11-23 13:29:06,"5850.315918","1847.121948","3708.923096","3157.764648","2967.360107",673.8288,590.9406256000001
2023-11-23 13:44:14,"4972.420898","1642.975586","3166.000000","2631.882324","2526.479980",667.9680000000001,596.3403328
2023-11-23 13:59:26,"4753.789551","1582.097534","3025.846191","2572.764648","2670.959961",648.4368,582.7977536000001
2023-11-23 14:14:37,"4467.684082","1506.878052","2978.153809","2505.176514","2650.080078",595.7024,538.7571296
2023-11-23 14:29:49,"4337.684082","1416.438965","2619.230713","2150.294189","2404.320068",535.1568,492.1439936
2023-11-23 14:45:03,"3122.736816","1013.853638","1906.461548","1662.352905","1896.359985",462.89119999999997,435.90034240000006
2023-11-23 15:00:12,"2590.105225","847.097534","1583.461548","1323.088257","1552.439941",392.5776,378.59375040000003
2023-11-23 15:15:20,"2219.789551","786.439026","1342.769287","1161.058838","1354.719971",328.1248,328.2656
2023-11-23 15:30:32,"936.526306","256.731720","543.076904","599.882324","358.880005",130.8592,105.46767520000002
2023-11-23 15:45:45,"1386.736816","518.878052","828.000000","708.764709","1212.479980",181.64000000000001,205.7667232
2023-11-23 16:00:52,"820.210510","288.317078","485.153839","444.558838","691.640015",115.2336,119.96623520000001
2023-11-23 16:16:00,"318.815796","75.146339","181.051285","216.147064","69.480003",46.8752,23.45392
